"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"robert pattinson","2K+","May 4, 2025 at 9:50:00 PM UTC-6","May 5, 2025 at 1:40:00 AM UTC-6","robert pattinson","https://trends.google.com/trends/explore?q=robert%20pattinson&geo=US&hl=en-US"
"majo aguilar","2K+","May 3, 2025 at 9:20:00 PM UTC-6","May 4, 2025 at 1:10:00 AM UTC-6","majo aguilar,himno nacional mexicano","https://trends.google.com/trends/explore?q=majo%20aguilar&geo=US&hl=en-US"
"dubai international airport","200+","May 6, 2025 at 2:10:00 AM UTC-6","May 6, 2025 at 3:30:00 AM UTC-6","dubai international airport","https://trends.google.com/trends/explore?q=dubai%20international%20airport&geo=US&hl=en-US"
"vladimir putin","2K+","May 5, 2025 at 7:00:00 AM UTC-6","May 5, 2025 at 8:50:00 AM UTC-6","vladimir putin","https://trends.google.com/trends/explore?q=vladimir%20putin&geo=US&hl=en-US"
"grocery store","500+","May 6, 2025 at 1:50:00 AM UTC-6","May 6, 2025 at 2:20:00 AM UTC-6","grocery store","https://trends.google.com/trends/explore?q=grocery%20store&geo=US&hl=en-US"
"hollow knight silksong","5K+","May 1, 2025 at 8:50:00 PM UTC-6","May 2, 2025 at 2:20:00 PM UTC-6","hollow knight silksong","https://trends.google.com/trends/explore?q=hollow%20knight%20silksong&geo=US&hl=en-US"
"xfinity outage","20K+","May 2, 2025 at 8:50:00 AM UTC-6","May 2, 2025 at 11:50:00 AM UTC-6","xfinity outage,xfinity,xfinity outage map,comcast,comcast outage,comcast outage map,xfinity internet,xfinity outage houston","https://trends.google.com/trends/explore?q=xfinity%20outage&geo=US&hl=en-US"
"cleveland","2K+","May 4, 2025 at 4:50:00 PM UTC-6","May 4, 2025 at 7:40:00 PM UTC-6","cleveland","https://trends.google.com/trends/explore?q=cleveland&geo=US&hl=en-US"
"rayo vallecano vs getafe","5K+","May 2, 2025 at 12:10:00 PM UTC-6","May 2, 2025 at 6:10:00 PM UTC-6","rayo vallecano vs getafe,primera división","https://trends.google.com/trends/explore?q=rayo%20vallecano%20vs%20getafe&geo=US&hl=en-US"
"cincinnati vs new york city","2K+","May 4, 2025 at 12:20:00 PM UTC-6","May 4, 2025 at 4:30:00 PM UTC-6","cincinnati vs new york city,nycfc,fc cincinnati","https://trends.google.com/trends/explore?q=cincinnati%20vs%20new%20york%20city&geo=US&hl=en-US"
"river plate - vélez","2K+","May 4, 2025 at 5:20:00 PM UTC-6","May 4, 2025 at 9:20:00 PM UTC-6","river plate - vélez","https://trends.google.com/trends/explore?q=river%20plate%20-%20v%C3%A9lez&geo=US&hl=en-US"
"greta thunberg","5K+","May 3, 2025 at 7:10:00 PM UTC-6","May 4, 2025 at 4:20:00 AM UTC-6","greta thunberg,freedom flotilla,malta","https://trends.google.com/trends/explore?q=greta%20thunberg&geo=US&hl=en-US"
"reece potter","1K+","May 5, 2025 at 12:40:00 PM UTC-6","May 5, 2025 at 2:40:00 PM UTC-6","reece potter","https://trends.google.com/trends/explore?q=reece%20potter&geo=US&hl=en-US"
"noel johansen","5K+","May 1, 2025 at 2:30:00 PM UTC-6","May 2, 2025 at 8:20:00 AM UTC-6","noel johansen","https://trends.google.com/trends/explore?q=noel%20johansen&geo=US&hl=en-US"
"alan braynin","1K+","May 5, 2025 at 12:10:00 PM UTC-6","May 5, 2025 at 1:50:00 PM UTC-6","alan braynin","https://trends.google.com/trends/explore?q=alan%20braynin&geo=US&hl=en-US"
"charlotte vs columbus","5K+","May 3, 2025 at 4:40:00 PM UTC-6","May 3, 2025 at 9:40:00 PM UTC-6","charlotte vs columbus,charlotte fc - columbus crew","https://trends.google.com/trends/explore?q=charlotte%20vs%20columbus&geo=US&hl=en-US"
"jen psaki","500+","May 5, 2025 at 7:40:00 PM UTC-6","May 5, 2025 at 8:50:00 PM UTC-6","jen psaki","https://trends.google.com/trends/explore?q=jen%20psaki&geo=US&hl=en-US"
"julian edelman","1K+","May 5, 2025 at 8:30:00 AM UTC-6","May 5, 2025 at 12:10:00 PM UTC-6","julian edelman","https://trends.google.com/trends/explore?q=julian%20edelman&geo=US&hl=en-US"
"bow wow","1K+","May 4, 2025 at 9:40:00 PM UTC-6","May 5, 2025 at 5:10:00 AM UTC-6","bow wow","https://trends.google.com/trends/explore?q=bow%20wow&geo=US&hl=en-US"
"ben feldman","10K+","May 1, 2025 at 6:30:00 PM UTC-6","May 2, 2025 at 1:40:00 AM UTC-6","ben feldman,ghosts,kyle on ghosts","https://trends.google.com/trends/explore?q=ben%20feldman&geo=US&hl=en-US"
"adam scott","1K+","May 4, 2025 at 8:30:00 PM UTC-6","May 5, 2025 at 2:30:00 AM UTC-6","adam scott","https://trends.google.com/trends/explore?q=adam%20scott&geo=US&hl=en-US"
"trisha paytas","2K+","May 4, 2025 at 9:50:00 PM UTC-6","May 5, 2025 at 1:00:00 AM UTC-6","trisha paytas","https://trends.google.com/trends/explore?q=trisha%20paytas&geo=US&hl=en-US"
"cars","2K+","May 4, 2025 at 4:30:00 AM UTC-6","May 4, 2025 at 9:10:00 AM UTC-6","cars","https://trends.google.com/trends/explore?q=cars&geo=US&hl=en-US"
"dewanna bonner","2K+","May 4, 2025 at 1:30:00 PM UTC-6","May 4, 2025 at 4:10:00 PM UTC-6","dewanna bonner,bonner wnba","https://trends.google.com/trends/explore?q=dewanna%20bonner&geo=US&hl=en-US"
"mike sullivan","20K+","May 1, 2025 at 4:50:00 PM UTC-6","May 2, 2025 at 9:30:00 AM UTC-6","mike sullivan,nhl,stanley cup winners,hockey,mike sullivan rangers,pk subban","https://trends.google.com/trends/explore?q=mike%20sullivan&geo=US&hl=en-US"
"charles barkley","2K+","May 4, 2025 at 7:40:00 PM UTC-6","May 4, 2025 at 10:20:00 PM UTC-6","charles barkley","https://trends.google.com/trends/explore?q=charles%20barkley&geo=US&hl=en-US"
"amazon stock","20K+","May 1, 2025 at 2:00:00 PM UTC-6","May 1, 2025 at 5:40:00 PM UTC-6","amazon stock,oil prices,war","https://trends.google.com/trends/explore?q=amazon%20stock&geo=US&hl=en-US"
"fenerbahçe vs beşiktaş","2K+","May 4, 2025 at 9:30:00 AM UTC-6","May 4, 2025 at 3:00:00 PM UTC-6","fenerbahçe vs beşiktaş,selcuksports","https://trends.google.com/trends/explore?q=fenerbah%C3%A7e%20vs%20be%C5%9Fikta%C5%9F&geo=US&hl=en-US"
"xyz stock","10K+","May 1, 2025 at 2:10:00 PM UTC-6","May 2, 2025 at 11:10:00 AM UTC-6","xyz stock,block stock","https://trends.google.com/trends/explore?q=xyz%20stock&geo=US&hl=en-US"
"mstr stock","10K+","May 1, 2025 at 4:30:00 AM UTC-6","May 2, 2025 at 5:40:00 AM UTC-6","mstr stock,mstr,mstr earnings","https://trends.google.com/trends/explore?q=mstr%20stock&geo=US&hl=en-US"
"obi toppin","2K+","May 4, 2025 at 4:30:00 PM UTC-6","May 4, 2025 at 7:40:00 PM UTC-6","obi toppin","https://trends.google.com/trends/explore?q=obi%20toppin&geo=US&hl=en-US"
"meta glasses","2K+","May 2, 2025 at 6:30:00 PM UTC-6","May 4, 2025 at 2:20:00 AM UTC-6","meta glasses","https://trends.google.com/trends/explore?q=meta%20glasses&geo=US&hl=en-US"
"george russell","2K+","May 4, 2025 at 2:50:00 PM UTC-6","May 4, 2025 at 5:00:00 PM UTC-6","george russell,f1 live,miami f1 track","https://trends.google.com/trends/explore?q=george%20russell&geo=US&hl=en-US"
"van zandt county","1K+","May 5, 2025 at 11:00:00 AM UTC-6","May 5, 2025 at 1:00:00 PM UTC-6","van zandt county","https://trends.google.com/trends/explore?q=van%20zandt%20county&geo=US&hl=en-US"
"anti boycott act hr 867","2K+","May 4, 2025 at 5:10:00 PM UTC-6","May 4, 2025 at 7:20:00 PM UTC-6","anti boycott act hr 867,igo anti boycott act hr 867","https://trends.google.com/trends/explore?q=anti%20boycott%20act%20hr%20867&geo=US&hl=en-US"
"chance the rapper","1K+","May 5, 2025 at 5:50:00 PM UTC-6","May 5, 2025 at 7:00:00 PM UTC-6","chance the rapper","https://trends.google.com/trends/explore?q=chance%20the%20rapper&geo=US&hl=en-US"
"kerry carpenter","2K+","May 4, 2025 at 3:40:00 PM UTC-6","May 4, 2025 at 6:30:00 PM UTC-6","kerry carpenter,trey sweeney,detroit tigers games,tigers game","https://trends.google.com/trends/explore?q=kerry%20carpenter&geo=US&hl=en-US"
"nuggets box score","500+","May 5, 2025 at 10:20:00 PM UTC-6","May 5, 2025 at 11:40:00 PM UTC-6","nuggets box score","https://trends.google.com/trends/explore?q=nuggets%20box%20score&geo=US&hl=en-US"
"galatasaray vs sivasspor","5K+","May 3, 2025 at 9:10:00 AM UTC-6","May 3, 2025 at 1:50:00 PM UTC-6","galatasaray vs sivasspor,galatasaray","https://trends.google.com/trends/explore?q=galatasaray%20vs%20sivasspor&geo=US&hl=en-US"
"tnt","5K+","May 4, 2025 at 7:00:00 PM UTC-6","May 4, 2025 at 9:20:00 PM UTC-6","tnt","https://trends.google.com/trends/explore?q=tnt&geo=US&hl=en-US"
"david caruso","2K+","May 4, 2025 at 3:40:00 PM UTC-6","May 5, 2025 at 5:40:00 AM UTC-6","david caruso","https://trends.google.com/trends/explore?q=david%20caruso&geo=US&hl=en-US"
"monterrey fc","2K+","May 4, 2025 at 8:10:00 PM UTC-6","May 4, 2025 at 10:40:00 PM UTC-6","monterrey fc","https://trends.google.com/trends/explore?q=monterrey%20fc&geo=US&hl=en-US"
"james earl jones","500+","May 5, 2025 at 6:50:00 PM UTC-6","May 5, 2025 at 8:00:00 PM UTC-6","james earl jones","https://trends.google.com/trends/explore?q=james%20earl%20jones&geo=US&hl=en-US"
"ryan loder","5K+","May 3, 2025 at 4:30:00 PM UTC-6","May 3, 2025 at 8:30:00 PM UTC-6","ryan loder","https://trends.google.com/trends/explore?q=ryan%20loder&geo=US&hl=en-US"
"heidi klum","1K+","May 5, 2025 at 4:50:00 PM UTC-6","May 6, 2025 at 12:20:00 AM UTC-6","heidi klum","https://trends.google.com/trends/explore?q=heidi%20klum&geo=US&hl=en-US"
"barcelona - deportivo","2K+","May 4, 2025 at 8:40:00 AM UTC-6","May 4, 2025 at 12:50:00 PM UTC-6","barcelona - deportivo","https://trends.google.com/trends/explore?q=barcelona%20-%20deportivo&geo=US&hl=en-US"
"nba champions","500+","May 5, 2025 at 8:00:00 PM UTC-6","May 5, 2025 at 11:30:00 PM UTC-6","nba champions","https://trends.google.com/trends/explore?q=nba%20champions&geo=US&hl=en-US"
"sauce gardner","5K+","April 29, 2025 at 5:10:00 PM UTC-6","April 30, 2025 at 8:40:00 PM UTC-6","sauce gardner","https://trends.google.com/trends/explore?q=sauce%20gardner&geo=US&hl=en-US"
"hhs","5K+","April 30, 2025 at 1:20:00 PM UTC-6","May 1, 2025 at 12:40:00 PM UTC-6","hhs","https://trends.google.com/trends/explore?q=hhs&geo=US&hl=en-US"
"natalie portman","2K+","May 4, 2025 at 12:20:00 PM UTC-6","May 5, 2025 at 12:10:00 AM UTC-6","natalie portman","https://trends.google.com/trends/explore?q=natalie%20portman&geo=US&hl=en-US"
"j balvin","1K+","May 5, 2025 at 6:10:00 PM UTC-6","May 5, 2025 at 7:50:00 PM UTC-6","j balvin","https://trends.google.com/trends/explore?q=j%20balvin&geo=US&hl=en-US"
"dexter resurrection","5K+","April 29, 2025 at 4:50:00 PM UTC-6","April 30, 2025 at 11:10:00 PM UTC-6","dexter resurrection,paramount+","https://trends.google.com/trends/explore?q=dexter%20resurrection&geo=US&hl=en-US"
"anna faris","1K+","May 5, 2025 at 6:50:00 PM UTC-6","May 5, 2025 at 7:50:00 PM UTC-6","anna faris","https://trends.google.com/trends/explore?q=anna%20faris&geo=US&hl=en-US"
"estoril - benfica","5K+","May 3, 2025 at 12:40:00 PM UTC-6","May 3, 2025 at 5:30:00 PM UTC-6","estoril - benfica,benfica","https://trends.google.com/trends/explore?q=estoril%20-%20benfica&geo=US&hl=en-US"
"robby starbuck","2K+","May 5, 2025 at 5:50:00 AM UTC-6","May 5, 2025 at 7:10:00 AM UTC-6","robby starbuck,who is robby starbuck","https://trends.google.com/trends/explore?q=robby%20starbuck&geo=US&hl=en-US"
"weather cincinnati","1K+","May 6, 2025 at 4:50:00 AM UTC-6","May 6, 2025 at 5:40:00 AM UTC-6","weather cincinnati,columbus weather","https://trends.google.com/trends/explore?q=weather%20cincinnati&geo=US&hl=en-US"
"joe manganiello","10K+","April 30, 2025 at 6:00:00 PM UTC-6","April 30, 2025 at 11:00:00 PM UTC-6","joe manganiello","https://trends.google.com/trends/explore?q=joe%20manganiello&geo=US&hl=en-US"
"5280 denver","20K+","April 29, 2025 at 8:20:00 PM UTC-6","April 30, 2025 at 12:50:00 AM UTC-6","5280 denver,5280,5280 denver nuggets,denver nuggets 5280,nuggets 5280","https://trends.google.com/trends/explore?q=5280%20denver&geo=US&hl=en-US"
"martin bakole","10K+","May 3, 2025 at 5:50:00 PM UTC-6","May 3, 2025 at 8:50:00 PM UTC-6","martin bakole,bakole vs ajagba,turki alalshikh,bakole,efe ajagba,ajagba","https://trends.google.com/trends/explore?q=martin%20bakole&geo=US&hl=en-US"
"elon musk","20K+","April 30, 2025 at 7:40:00 PM UTC-6","May 1, 2025 at 12:20:00 AM UTC-6","elon musk,tesla ceo,tesla board,stock market news,musk,robyn denholm,tesla news,tesla board of directors,it","https://trends.google.com/trends/explore?q=elon%20musk&geo=US&hl=en-US"
"borna coric","5K+","May 4, 2025 at 6:30:00 AM UTC-6","May 4, 2025 at 11:50:00 AM UTC-6","borna coric,stan wawrinka","https://trends.google.com/trends/explore?q=borna%20coric&geo=US&hl=en-US"
"estoril praia vs benfica","2K+","May 3, 2025 at 12:40:00 PM UTC-6","May 3, 2025 at 6:20:00 PM UTC-6","estoril praia vs benfica","https://trends.google.com/trends/explore?q=estoril%20praia%20vs%20benfica&geo=US&hl=en-US"
"usda buyouts voluntary resignation offer","2K+","May 4, 2025 at 2:00:00 PM UTC-6","May 4, 2025 at 4:50:00 PM UTC-6","usda buyouts voluntary resignation offer","https://trends.google.com/trends/explore?q=usda%20buyouts%20voluntary%20resignation%20offer&geo=US&hl=en-US"
"ryan suter","2K+","May 4, 2025 at 7:30:00 PM UTC-6","May 4, 2025 at 10:10:00 PM UTC-6","ryan suter","https://trends.google.com/trends/explore?q=ryan%20suter&geo=US&hl=en-US"
"milk","2K+","May 3, 2025 at 3:00:00 AM UTC-6","May 3, 2025 at 11:30:00 AM UTC-6","milk","https://trends.google.com/trends/explore?q=milk&geo=US&hl=en-US"
"miss universe philippines 2025","5K+","May 2, 2025 at 4:40:00 AM UTC-6","May 2, 2025 at 4:50:00 PM UTC-6","miss universe philippines 2025,ahtisa manalo","https://trends.google.com/trends/explore?q=miss%20universe%20philippines%202025&geo=US&hl=en-US"
"syracuse lacrosse","5K+","May 4, 2025 at 10:10:00 AM UTC-6","May 4, 2025 at 2:00:00 PM UTC-6","syracuse lacrosse,notre dame lacrosse,notre dame","https://trends.google.com/trends/explore?q=syracuse%20lacrosse&geo=US&hl=en-US"
"furniture","10K+","April 30, 2025 at 5:00:00 PM UTC-6","May 1, 2025 at 5:00:00 AM UTC-6","furniture","https://trends.google.com/trends/explore?q=furniture&geo=US&hl=en-US"
"hood stock","10K+","April 30, 2025 at 2:00:00 PM UTC-6","May 1, 2025 at 8:50:00 AM UTC-6","hood stock,hood earnings,robinhood earnings,robinhood stock","https://trends.google.com/trends/explore?q=hood%20stock&geo=US&hl=en-US"
"hit 3 movie reviews","5K+","April 30, 2025 at 7:30:00 PM UTC-6","May 1, 2025 at 4:00:00 AM UTC-6","hit 3 movie reviews,hit 3 review","https://trends.google.com/trends/explore?q=hit%203%20movie%20reviews&geo=US&hl=en-US"
"dia de la madre","2K+","May 4, 2025 at 5:30:00 AM UTC-6","May 4, 2025 at 12:00:00 PM UTC-6","dia de la madre","https://trends.google.com/trends/explore?q=dia%20de%20la%20madre&geo=US&hl=en-US"
"gm recall","10K+","April 30, 2025 at 3:30:00 AM UTC-6","May 1, 2025 at 6:40:00 AM UTC-6","gm recall,gm recalls cadillac,chevrolet,gmc recall","https://trends.google.com/trends/explore?q=gm%20recall&geo=US&hl=en-US"
"linda holliday","10K+","April 30, 2025 at 3:20:00 PM UTC-6","May 1, 2025 at 9:40:00 AM UTC-6","linda holliday,jordon hudson age,dailymail,cbs sunday morning,charles barkley,cbs,belichick cbs interview,how old is bill belichick,cbs mornings,the interview,bill belichick girlfriend age","https://trends.google.com/trends/explore?q=linda%20holliday&geo=US&hl=en-US"
"rui hachimura","10K+","April 30, 2025 at 8:50:00 PM UTC-6","May 1, 2025 at 1:00:00 AM UTC-6","rui hachimura,hachimura","https://trends.google.com/trends/explore?q=rui%20hachimura&geo=US&hl=en-US"
"cal raleigh","5K+","May 2, 2025 at 7:20:00 PM UTC-6","May 3, 2025 at 3:50:00 AM UTC-6","cal raleigh,bryan woo,mariners score,rangers game today","https://trends.google.com/trends/explore?q=cal%20raleigh&geo=US&hl=en-US"
"aaron gordon","5K+","May 3, 2025 at 7:00:00 PM UTC-6","May 3, 2025 at 8:50:00 PM UTC-6","aaron gordon,braun nuggets","https://trends.google.com/trends/explore?q=aaron%20gordon&geo=US&hl=en-US"
"max kepler","10K+","May 3, 2025 at 4:30:00 PM UTC-6","May 3, 2025 at 7:50:00 PM UTC-6","max kepler,kyle schwarber,aaron nola,brandon pfaadt,jt realmuto","https://trends.google.com/trends/explore?q=max%20kepler&geo=US&hl=en-US"
"toronto maple leafs","20K+","April 29, 2025 at 7:00:00 PM UTC-6","April 30, 2025 at 5:30:00 AM UTC-6","toronto maple leafs,maple leafs,leafs,paul bissonnette","https://trends.google.com/trends/explore?q=toronto%20maple%20leafs&geo=US&hl=en-US"
"akshaya tritiya","5K+","April 29, 2025 at 7:10:00 PM UTC-6","April 30, 2025 at 11:30:00 AM UTC-6","akshaya tritiya","https://trends.google.com/trends/explore?q=akshaya%20tritiya&geo=US&hl=en-US"
"jaden smith","200+","May 5, 2025 at 11:20:00 PM UTC-6","May 6, 2025 at 12:30:00 AM UTC-6","jaden smith","https://trends.google.com/trends/explore?q=jaden%20smith&geo=US&hl=en-US"
"ilhan omar","200+","May 6, 2025 at 5:50:00 AM UTC-6","May 6, 2025 at 6:20:00 AM UTC-6","ilhan omar","https://trends.google.com/trends/explore?q=ilhan%20omar&geo=US&hl=en-US"
"xbox game pass games","5K+","May 1, 2025 at 7:30:00 AM UTC-6","May 1, 2025 at 8:30:00 PM UTC-6","xbox game pass games","https://trends.google.com/trends/explore?q=xbox%20game%20pass%20games&geo=US&hl=en-US"
"sec baseball standings","5K+","May 4, 2025 at 3:30:00 PM UTC-6","May 4, 2025 at 5:30:00 PM UTC-6","sec baseball standings,lsu baseball schedule,lsu baseball score","https://trends.google.com/trends/explore?q=sec%20baseball%20standings&geo=US&hl=en-US"
"larry bird","1K+","May 5, 2025 at 5:40:00 PM UTC-6","May 5, 2025 at 7:00:00 PM UTC-6","larry bird","https://trends.google.com/trends/explore?q=larry%20bird&geo=US&hl=en-US"
"chloe fineman","1K+","May 5, 2025 at 11:20:00 PM UTC-6","May 6, 2025 at 12:30:00 AM UTC-6","chloe fineman","https://trends.google.com/trends/explore?q=chloe%20fineman&geo=US&hl=en-US"
"andy beshear","10K+","May 3, 2025 at 5:20:00 PM UTC-6","May 3, 2025 at 6:40:00 PM UTC-6","andy beshear,kentucky governor,governor of kentucky","https://trends.google.com/trends/explore?q=andy%20beshear&geo=US&hl=en-US"
"lonnie quinn","1K+","May 5, 2025 at 3:50:00 PM UTC-6","May 5, 2025 at 5:50:00 PM UTC-6","lonnie quinn","https://trends.google.com/trends/explore?q=lonnie%20quinn&geo=US&hl=en-US"
"may social security ssi payments","10K+","May 1, 2025 at 8:20:00 PM UTC-6","May 2, 2025 at 3:00:00 AM UTC-6","may social security ssi payments,social security may payments,ssa,ssi,social security payments may","https://trends.google.com/trends/explore?q=may%20social%20security%20ssi%20payments&geo=US&hl=en-US"
"brad marchand","2K+","May 5, 2025 at 6:20:00 PM UTC-6","May 5, 2025 at 7:30:00 PM UTC-6","brad marchand","https://trends.google.com/trends/explore?q=brad%20marchand&geo=US&hl=en-US"
"haiti","1K+","May 5, 2025 at 5:40:00 PM UTC-6","May 5, 2025 at 7:00:00 PM UTC-6","haiti","https://trends.google.com/trends/explore?q=haiti&geo=US&hl=en-US"
"gnarly","10K+","April 29, 2025 at 10:10:00 PM UTC-6","May 1, 2025 at 2:30:00 AM UTC-6","gnarly,gnarly katseye,katseye gnarly","https://trends.google.com/trends/explore?q=gnarly&geo=US&hl=en-US"
"lmu","5K+","May 4, 2025 at 8:30:00 AM UTC-6","May 4, 2025 at 10:50:00 AM UTC-6","lmu","https://trends.google.com/trends/explore?q=lmu&geo=US&hl=en-US"
"restaurant chain","1K+","May 5, 2025 at 7:00:00 AM UTC-6","May 5, 2025 at 8:50:00 AM UTC-6","restaurant chain","https://trends.google.com/trends/explore?q=restaurant%20chain&geo=US&hl=en-US"
"tj mcconnell","2K+","May 4, 2025 at 4:20:00 PM UTC-6","May 4, 2025 at 7:00:00 PM UTC-6","tj mcconnell,t. j. mcconnell","https://trends.google.com/trends/explore?q=tj%20mcconnell&geo=US&hl=en-US"
"brad keselowski","2K+","May 2, 2025 at 9:20:00 PM UTC-6","May 3, 2025 at 5:00:00 AM UTC-6","brad keselowski","https://trends.google.com/trends/explore?q=brad%20keselowski&geo=US&hl=en-US"
"principals day","10K+","May 1, 2025 at 5:10:00 AM UTC-6","May 1, 2025 at 1:40:00 PM UTC-6","principals day,national principals day,may 1 national day,may 1st national day,what national day is it today,what national day is today","https://trends.google.com/trends/explore?q=principals%20day&geo=US&hl=en-US"
"pratt & whitney union contract","2K+","May 4, 2025 at 5:10:00 PM UTC-6","May 4, 2025 at 7:00:00 PM UTC-6","pratt & whitney union contract,pratt and whitney strike","https://trends.google.com/trends/explore?q=pratt%20%26%20whitney%20union%20contract&geo=US&hl=en-US"
"baeza","2K+","May 3, 2025 at 1:20:00 PM UTC-6","May 3, 2025 at 6:30:00 PM UTC-6","baeza","https://trends.google.com/trends/explore?q=baeza&geo=US&hl=en-US"
"andrew weissmann","500+","May 5, 2025 at 8:50:00 PM UTC-6","May 5, 2025 at 10:00:00 PM UTC-6","andrew weissmann","https://trends.google.com/trends/explore?q=andrew%20weissmann&geo=US&hl=en-US"
"jaxson hayes","10K+","April 30, 2025 at 9:00:00 PM UTC-6","May 1, 2025 at 12:40:00 AM UTC-6","jaxson hayes,why is jaxson hayes not playing","https://trends.google.com/trends/explore?q=jaxson%20hayes&geo=US&hl=en-US"
"joanna gaines","200+","May 6, 2025 at 6:30:00 AM UTC-6","May 6, 2025 at 6:50:00 AM UTC-6","joanna gaines","https://trends.google.com/trends/explore?q=joanna%20gaines&geo=US&hl=en-US"
"dmitry bivol","2K+","May 3, 2025 at 8:30:00 PM UTC-6","May 3, 2025 at 11:30:00 PM UTC-6","dmitry bivol","https://trends.google.com/trends/explore?q=dmitry%20bivol&geo=US&hl=en-US"
"jalen duren","10K+","May 1, 2025 at 6:30:00 PM UTC-6","May 1, 2025 at 9:30:00 PM UTC-6","jalen duren","https://trends.google.com/trends/explore?q=jalen%20duren&geo=US&hl=en-US"
"seth jones","1K+","May 5, 2025 at 6:40:00 PM UTC-6","May 5, 2025 at 7:50:00 PM UTC-6","seth jones,morgan rielly","https://trends.google.com/trends/explore?q=seth%20jones&geo=US&hl=en-US"
"elden ring nightreign","2K+","May 2, 2025 at 9:00:00 AM UTC-6","May 3, 2025 at 4:10:00 AM UTC-6","elden ring nightreign","https://trends.google.com/trends/explore?q=elden%20ring%20nightreign&geo=US&hl=en-US"
"where is churchill downs","2K+","May 3, 2025 at 12:50:00 PM UTC-6","May 3, 2025 at 6:10:00 PM UTC-6","where is churchill downs","https://trends.google.com/trends/explore?q=where%20is%20churchill%20downs&geo=US&hl=en-US"
"kirk cameron","1K+","May 5, 2025 at 11:30:00 AM UTC-6","May 5, 2025 at 12:40:00 PM UTC-6","kirk cameron","https://trends.google.com/trends/explore?q=kirk%20cameron&geo=US&hl=en-US"
"beauty","5K+","May 1, 2025 at 6:30:00 AM UTC-6","May 2, 2025 at 2:50:00 AM UTC-6","beauty","https://trends.google.com/trends/explore?q=beauty&geo=US&hl=en-US"
"phil simms","2K+","May 2, 2025 at 8:30:00 PM UTC-6","May 3, 2025 at 11:20:00 AM UTC-6","phil simms","https://trends.google.com/trends/explore?q=phil%20simms&geo=US&hl=en-US"
"portland vs san jose","2K+","May 3, 2025 at 7:40:00 PM UTC-6","May 4, 2025 at 12:50:00 AM UTC-6","portland vs san jose,san jose earthquakes,portland timbers","https://trends.google.com/trends/explore?q=portland%20vs%20san%20jose&geo=US&hl=en-US"
"anthony edwards stats","20K+","April 30, 2025 at 7:10:00 PM UTC-6","May 1, 2025 at 12:00:00 AM UTC-6","anthony edwards stats,anthony edwards,did the lakers win,mike conley jr.,lakers in 5,lakers in 5 meme","https://trends.google.com/trends/explore?q=anthony%20edwards%20stats&geo=US&hl=en-US"
"georgia amoore","5K+","April 30, 2025 at 10:20:00 AM UTC-6","May 1, 2025 at 6:10:00 AM UTC-6","georgia amoore","https://trends.google.com/trends/explore?q=georgia%20amoore&geo=US&hl=en-US"
"toxicity album spotify","5K+","April 30, 2025 at 10:00:00 PM UTC-6","May 1, 2025 at 6:10:00 AM UTC-6","toxicity album spotify,system of a down","https://trends.google.com/trends/explore?q=toxicity%20album%20spotify&geo=US&hl=en-US"
"blues","5K+","April 30, 2025 at 7:50:00 PM UTC-6","May 1, 2025 at 6:30:00 AM UTC-6","blues","https://trends.google.com/trends/explore?q=blues&geo=US&hl=en-US"
"michigan","2K+","May 5, 2025 at 7:50:00 AM UTC-6","May 5, 2025 at 12:40:00 PM UTC-6","michigan,palestine","https://trends.google.com/trends/explore?q=michigan&geo=US&hl=en-US"
"hockey","2K+","May 4, 2025 at 7:30:00 PM UTC-6","May 4, 2025 at 10:20:00 PM UTC-6","hockey","https://trends.google.com/trends/explore?q=hockey&geo=US&hl=en-US"
"lyon vs lens","2K+","May 4, 2025 at 8:40:00 AM UTC-6","May 4, 2025 at 9:00:00 PM UTC-6","lyon vs lens","https://trends.google.com/trends/explore?q=lyon%20vs%20lens&geo=US&hl=en-US"
"tom homan","2K+","May 2, 2025 at 7:00:00 PM UTC-6","May 3, 2025 at 8:50:00 AM UTC-6","tom homan","https://trends.google.com/trends/explore?q=tom%20homan&geo=US&hl=en-US"
"kike hernandez","5K+","April 29, 2025 at 10:40:00 PM UTC-6","May 1, 2025 at 5:10:00 AM UTC-6","kike hernandez,kike hernandez pitching","https://trends.google.com/trends/explore?q=kike%20hernandez&geo=US&hl=en-US"
"wral","1K+","May 5, 2025 at 11:20:00 AM UTC-6","May 5, 2025 at 1:00:00 PM UTC-6","wral,myrtle beach weather","https://trends.google.com/trends/explore?q=wral&geo=US&hl=en-US"
"fernando tatis jr","10K+","May 2, 2025 at 6:40:00 PM UTC-6","May 2, 2025 at 10:30:00 PM UTC-6","fernando tatis jr,tatis,padres game today,tatis jr,tatis injury,padres standings","https://trends.google.com/trends/explore?q=fernando%20tatis%20jr&geo=US&hl=en-US"
"ivana petrovic","2K+","May 3, 2025 at 2:40:00 PM UTC-6","May 3, 2025 at 6:50:00 PM UTC-6","ivana petrovic","https://trends.google.com/trends/explore?q=ivana%20petrovic&geo=US&hl=en-US"
"olimpia - génesis","2K+","May 3, 2025 at 6:50:00 PM UTC-6","May 3, 2025 at 10:20:00 PM UTC-6","olimpia - génesis","https://trends.google.com/trends/explore?q=olimpia%20-%20g%C3%A9nesis&geo=US&hl=en-US"
