"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"yuri contreras","500+","May 4, 2025 at 10:10:00 PM UTC-6","May 5, 2025 at 7:30:00 AM UTC-6","yuri contreras","https://trends.google.com/trends/explore?q=yuri%20contreras&geo=MX&hl=en-US"
"rayo vallecano vs getafe","1K+","May 2, 2025 at 9:40:00 AM UTC-6","May 2, 2025 at 4:10:00 PM UTC-6","rayo vallecano vs getafe,rayo vallecano vs. getafe","https://trends.google.com/trends/explore?q=rayo%20vallecano%20vs%20getafe&geo=MX&hl=en-US"
"may the fourth be with you","500+","May 4, 2025 at 9:20:00 AM UTC-6","May 4, 2025 at 2:00:00 PM UTC-6","may the fourth be with you,may 4th be with you","https://trends.google.com/trends/explore?q=may%20the%20fourth%20be%20with%20you&geo=MX&hl=en-US"
"manny pacquiao","1K+","May 3, 2025 at 10:30:00 PM UTC-6","May 4, 2025 at 10:30:00 AM UTC-6","manny pacquiao,pacquiao","https://trends.google.com/trends/explore?q=manny%20pacquiao&geo=MX&hl=en-US"
"horóscopo semanal","200+","May 5, 2025 at 12:30:00 PM UTC-6","May 5, 2025 at 1:50:00 PM UTC-6","horóscopo semanal","https://trends.google.com/trends/explore?q=hor%C3%B3scopo%20semanal&geo=MX&hl=en-US"
"james harden","2K+","May 3, 2025 at 5:20:00 PM UTC-6","May 3, 2025 at 9:10:00 PM UTC-6","james harden,warriors vs,clippers,christian braun","https://trends.google.com/trends/explore?q=james%20harden&geo=MX&hl=en-US"
"royals - white sox","200+","May 5, 2025 at 6:30:00 PM UTC-6","May 5, 2025 at 9:30:00 PM UTC-6","royals - white sox","https://trends.google.com/trends/explore?q=royals%20-%20white%20sox&geo=MX&hl=en-US"
"ticket master","500+","May 5, 2025 at 10:20:00 AM UTC-6","May 5, 2025 at 1:40:00 PM UTC-6","ticket master","https://trends.google.com/trends/explore?q=ticket%20master&geo=MX&hl=en-US"
"saint-étienne - mónaco","1K+","May 3, 2025 at 1:10:00 PM UTC-6","May 3, 2025 at 4:50:00 PM UTC-6","saint-étienne - mónaco,monaco vs","https://trends.google.com/trends/explore?q=saint-%C3%A9tienne%20-%20m%C3%B3naco&geo=MX&hl=en-US"
"melate 4050","2K+","May 1, 2025 at 7:00:00 AM UTC-6","May 1, 2025 at 2:50:00 PM UTC-6","melate 4050,sorteo loteria nacional","https://trends.google.com/trends/explore?q=melate%204050&geo=MX&hl=en-US"
"cuba","1K+","May 3, 2025 at 9:20:00 PM UTC-6","May 4, 2025 at 12:10:00 AM UTC-6","cuba","https://trends.google.com/trends/explore?q=cuba&geo=MX&hl=en-US"
"clippers","1K+","May 3, 2025 at 7:00:00 PM UTC-6","May 3, 2025 at 9:20:00 PM UTC-6","clippers","https://trends.google.com/trends/explore?q=clippers&geo=MX&hl=en-US"
"diablos rojos de mexico","500+","May 4, 2025 at 4:20:00 PM UTC-6","May 4, 2025 at 7:50:00 PM UTC-6","diablos rojos de mexico","https://trends.google.com/trends/explore?q=diablos%20rojos%20de%20mexico&geo=MX&hl=en-US"
"fobaproa","1K+","May 1, 2025 at 10:20:00 AM UTC-6","May 3, 2025 at 9:30:00 AM UTC-6","fobaproa","https://trends.google.com/trends/explore?q=fobaproa&geo=MX&hl=en-US"
"blue jays - red sox","2K+","May 1, 2025 at 5:00:00 PM UTC-6","May 1, 2025 at 11:30:00 PM UTC-6","blue jays - red sox","https://trends.google.com/trends/explore?q=blue%20jays%20-%20red%20sox&geo=MX&hl=en-US"
"mike waltz","1K+","May 1, 2025 at 10:20:00 AM UTC-6","May 2, 2025 at 9:30:00 AM UTC-6","mike waltz","https://trends.google.com/trends/explore?q=mike%20waltz&geo=MX&hl=en-US"
"dias oficiales de descanso 2025","500+","May 5, 2025 at 7:50:00 AM UTC-6","May 5, 2025 at 9:40:00 AM UTC-6","dias oficiales de descanso 2025,10 de mayo","https://trends.google.com/trends/explore?q=dias%20oficiales%20de%20descanso%202025&geo=MX&hl=en-US"
"adalberto carrasquilla","500+","May 4, 2025 at 8:00:00 PM UTC-6","May 4, 2025 at 10:00:00 PM UTC-6","adalberto carrasquilla,carrasquilla","https://trends.google.com/trends/explore?q=adalberto%20carrasquilla&geo=MX&hl=en-US"
"america vs pachuca","1K+","May 4, 2025 at 8:30:00 PM UTC-6","May 4, 2025 at 10:40:00 PM UTC-6","america vs pachuca,america vs pachuca liguilla,pachuca vs america,historial","https://trends.google.com/trends/explore?q=america%20vs%20pachuca&geo=MX&hl=en-US"
"sheamus","200+","May 5, 2025 at 7:20:00 PM UTC-6","May 5, 2025 at 8:10:00 PM UTC-6","sheamus","https://trends.google.com/trends/explore?q=sheamus&geo=MX&hl=en-US"
"kelly piquet","1K+","May 2, 2025 at 7:00:00 AM UTC-6","May 2, 2025 at 5:20:00 PM UTC-6","kelly piquet","https://trends.google.com/trends/explore?q=kelly%20piquet&geo=MX&hl=en-US"
"cristiano ronaldo","1K+","May 3, 2025 at 9:50:00 PM UTC-6","May 4, 2025 at 12:30:00 AM UTC-6","cristiano ronaldo,cr7","https://trends.google.com/trends/explore?q=cristiano%20ronaldo&geo=MX&hl=en-US"
"real oviedo","500+","May 3, 2025 at 10:30:00 AM UTC-6","May 4, 2025 at 11:10:00 AM UTC-6","real oviedo","https://trends.google.com/trends/explore?q=real%20oviedo&geo=MX&hl=en-US"
"canal 7","1K+","May 3, 2025 at 8:50:00 PM UTC-6","May 4, 2025 at 12:00:00 AM UTC-6","canal 7","https://trends.google.com/trends/explore?q=canal%207&geo=MX&hl=en-US"
"bahía - botafogo","1K+","May 3, 2025 at 5:40:00 PM UTC-6","May 3, 2025 at 9:10:00 PM UTC-6","bahía - botafogo,botafogo","https://trends.google.com/trends/explore?q=bah%C3%ADa%20-%20botafogo&geo=MX&hl=en-US"
"go ahead eagles - az","500+","May 4, 2025 at 7:00:00 AM UTC-6","May 4, 2025 at 10:10:00 AM UTC-6","go ahead eagles - az","https://trends.google.com/trends/explore?q=go%20ahead%20eagles%20-%20az&geo=MX&hl=en-US"
"teyana taylor","200+","May 5, 2025 at 5:00:00 PM UTC-6","May 5, 2025 at 9:00:00 PM UTC-6","teyana taylor","https://trends.google.com/trends/explore?q=teyana%20taylor&geo=MX&hl=en-US"
"ayoze pérez","500+","May 4, 2025 at 7:20:00 AM UTC-6","May 4, 2025 at 12:10:00 PM UTC-6","ayoze pérez","https://trends.google.com/trends/explore?q=ayoze%20p%C3%A9rez&geo=MX&hl=en-US"
"temblor","500+","May 5, 2025 at 2:30:00 AM UTC-6","May 5, 2025 at 3:50:00 AM UTC-6","temblor,temblor hoy,sismo","https://trends.google.com/trends/explore?q=temblor&geo=MX&hl=en-US"
"diablos rojos de mexico","500+","May 3, 2025 at 4:40:00 PM UTC-6","May 3, 2025 at 9:40:00 PM UTC-6","diablos rojos de mexico","https://trends.google.com/trends/explore?q=diablos%20rojos%20de%20mexico&geo=MX&hl=en-US"
"torino","2K+","May 2, 2025 at 12:10:00 PM UTC-6","May 2, 2025 at 4:10:00 PM UTC-6","torino","https://trends.google.com/trends/explore?q=torino&geo=MX&hl=en-US"
"malmo ff","200+","May 5, 2025 at 11:50:00 AM UTC-6","May 5, 2025 at 1:30:00 PM UTC-6","malmo ff","https://trends.google.com/trends/explore?q=malmo%20ff&geo=MX&hl=en-US"
"associazione calcio milan","200+","May 5, 2025 at 2:30:00 PM UTC-6","May 5, 2025 at 3:50:00 PM UTC-6","associazione calcio milan","https://trends.google.com/trends/explore?q=associazione%20calcio%20milan&geo=MX&hl=en-US"
"vasco da gama - palmeiras","500+","May 4, 2025 at 1:10:00 PM UTC-6","May 4, 2025 at 4:10:00 PM UTC-6","vasco da gama - palmeiras","https://trends.google.com/trends/explore?q=vasco%20da%20gama%20-%20palmeiras&geo=MX&hl=en-US"
"angels - tigers","2K+","May 2, 2025 at 7:30:00 PM UTC-6","May 2, 2025 at 11:20:00 PM UTC-6","angels - tigers,detroit tigers","https://trends.google.com/trends/explore?q=angels%20-%20tigers&geo=MX&hl=en-US"
"miley cyrus","200+","May 5, 2025 at 5:20:00 PM UTC-6","May 5, 2025 at 6:30:00 PM UTC-6","miley cyrus","https://trends.google.com/trends/explore?q=miley%20cyrus&geo=MX&hl=en-US"
"padres - giants","2K+","April 29, 2025 at 7:40:00 PM UTC-6","April 30, 2025 at 5:40:00 PM UTC-6","padres - giants","https://trends.google.com/trends/explore?q=padres%20-%20giants&geo=MX&hl=en-US"
"viborg - københavn","2K+","May 1, 2025 at 10:50:00 AM UTC-6","May 1, 2025 at 4:00:00 PM UTC-6","viborg - københavn","https://trends.google.com/trends/explore?q=viborg%20-%20k%C3%B8benhavn&geo=MX&hl=en-US"
"serie b","500+","May 4, 2025 at 7:40:00 AM UTC-6","May 4, 2025 at 1:10:00 PM UTC-6","serie b","https://trends.google.com/trends/explore?q=serie%20b&geo=MX&hl=en-US"
"lebron james","10K+","April 30, 2025 at 8:40:00 PM UTC-6","May 1, 2025 at 1:20:00 AM UTC-6","lebron james,nba,los angeles lakers,la lakers","https://trends.google.com/trends/explore?q=lebron%20james&geo=MX&hl=en-US"
"dia de la danza","2K+","April 29, 2025 at 9:10:00 AM UTC-6","April 30, 2025 at 1:40:00 AM UTC-6","dia de la danza","https://trends.google.com/trends/explore?q=dia%20de%20la%20danza&geo=MX&hl=en-US"
"yann sommer","2K+","April 30, 2025 at 1:00:00 PM UTC-6","April 30, 2025 at 6:10:00 PM UTC-6","yann sommer,sommer","https://trends.google.com/trends/explore?q=yann%20sommer&geo=MX&hl=en-US"
"phillies - nationals","2K+","May 1, 2025 at 4:40:00 PM UTC-6","May 1, 2025 at 11:20:00 PM UTC-6","phillies - nationals","https://trends.google.com/trends/explore?q=phillies%20-%20nationals&geo=MX&hl=en-US"
"mijares","1K+","May 4, 2025 at 10:20:00 PM UTC-6","May 5, 2025 at 1:00:00 AM UTC-6","mijares","https://trends.google.com/trends/explore?q=mijares&geo=MX&hl=en-US"
"urawa red diamonds","100+","May 6, 2025 at 12:10:00 AM UTC-6","May 6, 2025 at 1:00:00 AM UTC-6","urawa red diamonds","https://trends.google.com/trends/explore?q=urawa%20red%20diamonds&geo=MX&hl=en-US"
"floyd mayweather","1K+","May 3, 2025 at 10:30:00 PM UTC-6","May 4, 2025 at 1:10:00 AM UTC-6","floyd mayweather,mayweather","https://trends.google.com/trends/explore?q=floyd%20mayweather&geo=MX&hl=en-US"
"fc union berlin - werder bremen","1K+","May 3, 2025 at 7:40:00 AM UTC-6","May 3, 2025 at 10:50:00 AM UTC-6","fc union berlin - werder bremen,union berlin,union berlin vs bremen","https://trends.google.com/trends/explore?q=fc%20union%20berlin%20-%20werder%20bremen&geo=MX&hl=en-US"
"monday","500+","May 5, 2025 at 9:10:00 AM UTC-6","May 5, 2025 at 11:20:00 AM UTC-6","monday","https://trends.google.com/trends/explore?q=monday&geo=MX&hl=en-US"
"venezuela","200+","May 5, 2025 at 3:20:00 PM UTC-6","May 5, 2025 at 4:30:00 PM UTC-6","venezuela","https://trends.google.com/trends/explore?q=venezuela&geo=MX&hl=en-US"
"ansu fati","1K+","May 3, 2025 at 12:30:00 PM UTC-6","May 3, 2025 at 3:20:00 PM UTC-6","ansu fati","https://trends.google.com/trends/explore?q=ansu%20fati&geo=MX&hl=en-US"
"ligue 2","1K+","May 2, 2025 at 1:00:00 PM UTC-6","May 3, 2025 at 12:20:00 AM UTC-6","ligue 2","https://trends.google.com/trends/explore?q=ligue%202&geo=MX&hl=en-US"
"horóscopo de nana calistar","2K+","May 1, 2025 at 8:10:00 AM UTC-6","May 1, 2025 at 4:10:00 PM UTC-6","horóscopo de nana calistar,horóscopo nana calistar","https://trends.google.com/trends/explore?q=hor%C3%B3scopo%20de%20nana%20calistar&geo=MX&hl=en-US"
"lecce vs napoli","1K+","May 3, 2025 at 9:10:00 AM UTC-6","May 3, 2025 at 1:20:00 PM UTC-6","lecce vs napoli,lecce vs. napoli","https://trends.google.com/trends/explore?q=lecce%20vs%20napoli&geo=MX&hl=en-US"
"humberto velez","200+","May 4, 2025 at 11:00:00 AM UTC-6","May 5, 2025 at 8:50:00 AM UTC-6","humberto velez","https://trends.google.com/trends/explore?q=humberto%20velez&geo=MX&hl=en-US"
"simone biles","200+","May 5, 2025 at 4:50:00 PM UTC-6","May 5, 2025 at 5:40:00 PM UTC-6","simone biles","https://trends.google.com/trends/explore?q=simone%20biles&geo=MX&hl=en-US"
"will smith","500+","May 4, 2025 at 9:40:00 PM UTC-6","May 5, 2025 at 12:20:00 AM UTC-6","will smith","https://trends.google.com/trends/explore?q=will%20smith&geo=MX&hl=en-US"
"dazn ppv","1K+","May 3, 2025 at 7:30:00 PM UTC-6","May 3, 2025 at 11:00:00 PM UTC-6","dazn ppv,mike tyson,ryan garcia fight","https://trends.google.com/trends/explore?q=dazn%20ppv&geo=MX&hl=en-US"
"rosario central - independiente","1K+","May 3, 2025 at 3:40:00 PM UTC-6","May 3, 2025 at 7:20:00 PM UTC-6","rosario central - independiente,rosario central","https://trends.google.com/trends/explore?q=rosario%20central%20-%20independiente&geo=MX&hl=en-US"
"mallorca","200+","May 5, 2025 at 2:20:00 PM UTC-6","May 5, 2025 at 3:40:00 PM UTC-6","mallorca","https://trends.google.com/trends/explore?q=mallorca&geo=MX&hl=en-US"
"susana zabaleta","2K+","May 2, 2025 at 2:00:00 PM UTC-6","May 2, 2025 at 8:00:00 PM UTC-6","susana zabaleta,mariana seoane,ricardo perez","https://trends.google.com/trends/explore?q=susana%20zabaleta&geo=MX&hl=en-US"
"tottenham - chelsea","500+","May 4, 2025 at 8:00:00 AM UTC-6","May 4, 2025 at 11:30:00 AM UTC-6","tottenham - chelsea","https://trends.google.com/trends/explore?q=tottenham%20-%20chelsea&geo=MX&hl=en-US"
"jack draper","2K+","May 2, 2025 at 12:20:00 PM UTC-6","May 2, 2025 at 3:50:00 PM UTC-6","jack draper,lorenzo musetti","https://trends.google.com/trends/explore?q=jack%20draper&geo=MX&hl=en-US"
"clima reynosa","1K+","May 3, 2025 at 2:20:00 AM UTC-6","May 3, 2025 at 7:50:00 AM UTC-6","clima reynosa","https://trends.google.com/trends/explore?q=clima%20reynosa&geo=MX&hl=en-US"
"pichichi liga","500+","May 4, 2025 at 8:10:00 AM UTC-6","May 4, 2025 at 11:40:00 AM UTC-6","pichichi liga","https://trends.google.com/trends/explore?q=pichichi%20liga&geo=MX&hl=en-US"
"copa de brasil","2K+","May 1, 2025 at 3:10:00 PM UTC-6","May 1, 2025 at 7:30:00 PM UTC-6","copa de brasil,botafogo vs flamengo,flamengo,botafogo pb","https://trends.google.com/trends/explore?q=copa%20de%20brasil&geo=MX&hl=en-US"
"aston villa - arsenal","2K+","April 30, 2025 at 10:30:00 AM UTC-6","April 30, 2025 at 3:00:00 PM UTC-6","aston villa - arsenal,man utd - chelsea","https://trends.google.com/trends/explore?q=aston%20villa%20-%20arsenal&geo=MX&hl=en-US"
"dia del trabajo 1 de mayo","2K+","May 1, 2025 at 7:30:00 AM UTC-6","May 1, 2025 at 1:40:00 PM UTC-6","dia del trabajo 1 de mayo,1 mayo,dia del trabajo 2025","https://trends.google.com/trends/explore?q=dia%20del%20trabajo%201%20de%20mayo&geo=MX&hl=en-US"
"dubai","500+","May 3, 2025 at 9:40:00 PM UTC-6","May 4, 2025 at 12:50:00 AM UTC-6","dubai","https://trends.google.com/trends/explore?q=dubai&geo=MX&hl=en-US"
"miami fc","2K+","April 30, 2025 at 6:20:00 PM UTC-6","April 30, 2025 at 11:00:00 PM UTC-6","miami fc,sebastian berhalter","https://trends.google.com/trends/explore?q=miami%20fc&geo=MX&hl=en-US"
"cuando es el dia del trabajo","1K+","May 1, 2025 at 7:10:00 AM UTC-6","May 1, 2025 at 3:40:00 PM UTC-6","cuando es el dia del trabajo,cuando es dia del trabajo","https://trends.google.com/trends/explore?q=cuando%20es%20el%20dia%20del%20trabajo&geo=MX&hl=en-US"
"dembele","5K+","April 29, 2025 at 1:10:00 PM UTC-6","April 29, 2025 at 9:50:00 PM UTC-6","dembele,arsenal football club,arsenal fc,mikel arteta,david raya,arsene wenger","https://trends.google.com/trends/explore?q=dembele&geo=MX&hl=en-US"
"gregg popovich","1K+","May 2, 2025 at 11:30:00 AM UTC-6","May 2, 2025 at 10:00:00 PM UTC-6","gregg popovich,draymond green","https://trends.google.com/trends/explore?q=gregg%20popovich&geo=MX&hl=en-US"
"st. pauli - stuttgart","1K+","May 3, 2025 at 7:50:00 AM UTC-6","May 3, 2025 at 11:40:00 AM UTC-6","st. pauli - stuttgart","https://trends.google.com/trends/explore?q=st.%20pauli%20-%20stuttgart&geo=MX&hl=en-US"
"melate 4051","1K+","May 3, 2025 at 6:40:00 AM UTC-6","May 3, 2025 at 1:40:00 PM UTC-6","melate 4051,melate retro 1526,melate retro","https://trends.google.com/trends/explore?q=melate%204051&geo=MX&hl=en-US"
"primero de mayo","1K+","April 30, 2025 at 5:30:00 PM UTC-6","May 1, 2025 at 2:00:00 PM UTC-6","primero de mayo","https://trends.google.com/trends/explore?q=primero%20de%20mayo&geo=MX&hl=en-US"
"nuggets","1K+","May 3, 2025 at 6:40:00 PM UTC-6","May 3, 2025 at 9:40:00 PM UTC-6","nuggets,nikola jokic,nikola jokić","https://trends.google.com/trends/explore?q=nuggets&geo=MX&hl=en-US"
"incendio en lindavista cdmx","2K+","May 2, 2025 at 10:30:00 PM UTC-6","May 3, 2025 at 3:10:00 AM UTC-6","incendio en lindavista cdmx,incendio lindavista,lindavista,incendio en lindavista,metro lindavista","https://trends.google.com/trends/explore?q=incendio%20en%20lindavista%20cdmx&geo=MX&hl=en-US"
"nicaragua","200+","May 5, 2025 at 3:20:00 PM UTC-6","May 5, 2025 at 4:30:00 PM UTC-6","nicaragua","https://trends.google.com/trends/explore?q=nicaragua&geo=MX&hl=en-US"
"lille vs","500+","May 4, 2025 at 12:40:00 PM UTC-6","May 4, 2025 at 3:20:00 PM UTC-6","lille vs","https://trends.google.com/trends/explore?q=lille%20vs&geo=MX&hl=en-US"
"visa","2K+","April 29, 2025 at 5:20:00 PM UTC-6","April 29, 2025 at 10:00:00 PM UTC-6","visa","https://trends.google.com/trends/explore?q=visa&geo=MX&hl=en-US"
"sabrina enciso","500+","May 4, 2025 at 5:50:00 PM UTC-6","May 4, 2025 at 7:40:00 PM UTC-6","sabrina enciso,scarlett camberos","https://trends.google.com/trends/explore?q=sabrina%20enciso&geo=MX&hl=en-US"
"indycar","500+","May 4, 2025 at 11:50:00 AM UTC-6","May 4, 2025 at 4:10:00 PM UTC-6","indycar","https://trends.google.com/trends/explore?q=indycar&geo=MX&hl=en-US"
"fatal fury","500+","May 3, 2025 at 8:40:00 PM UTC-6","May 4, 2025 at 12:00:00 AM UTC-6","fatal fury","https://trends.google.com/trends/explore?q=fatal%20fury&geo=MX&hl=en-US"
"giants - rockies","2K+","May 2, 2025 at 8:10:00 PM UTC-6","May 2, 2025 at 11:30:00 PM UTC-6","giants - rockies,giants vs,giants mlb","https://trends.google.com/trends/explore?q=giants%20-%20rockies&geo=MX&hl=en-US"
"tudn","500+","May 4, 2025 at 7:50:00 PM UTC-6","May 4, 2025 at 9:00:00 PM UTC-6","tudn","https://trends.google.com/trends/explore?q=tudn&geo=MX&hl=en-US"
"cineteca nacional","500+","May 4, 2025 at 10:40:00 AM UTC-6","May 4, 2025 at 3:00:00 PM UTC-6","cineteca nacional","https://trends.google.com/trends/explore?q=cineteca%20nacional&geo=MX&hl=en-US"
"torino vs","1K+","May 2, 2025 at 12:40:00 PM UTC-6","May 2, 2025 at 4:30:00 PM UTC-6","torino vs","https://trends.google.com/trends/explore?q=torino%20vs&geo=MX&hl=en-US"
"rio ave","200+","May 5, 2025 at 12:40:00 PM UTC-6","May 5, 2025 at 2:00:00 PM UTC-6","rio ave","https://trends.google.com/trends/explore?q=rio%20ave&geo=MX&hl=en-US"
"napoli vs","1K+","May 3, 2025 at 10:30:00 AM UTC-6","May 3, 2025 at 1:20:00 PM UTC-6","napoli vs","https://trends.google.com/trends/explore?q=napoli%20vs&geo=MX&hl=en-US"
"la divaza","1K+","May 2, 2025 at 9:40:00 AM UTC-6","May 2, 2025 at 10:50:00 PM UTC-6","la divaza","https://trends.google.com/trends/explore?q=la%20divaza&geo=MX&hl=en-US"
"quien salio de masterchef","200+","May 5, 2025 at 12:00:00 AM UTC-6","May 5, 2025 at 9:00:00 AM UTC-6","quien salio de masterchef","https://trends.google.com/trends/explore?q=quien%20salio%20de%20masterchef&geo=MX&hl=en-US"
"huracan alvin","2K+","May 2, 2025 at 3:50:00 PM UTC-6","May 2, 2025 at 7:00:00 PM UTC-6","huracan alvin,ciclon alvin,huracan,huracan alvin 2025","https://trends.google.com/trends/explore?q=huracan%20alvin&geo=MX&hl=en-US"
"kentucky derby","500+","May 3, 2025 at 3:10:00 PM UTC-6","May 3, 2025 at 6:30:00 PM UTC-6","kentucky derby","https://trends.google.com/trends/explore?q=kentucky%20derby&geo=MX&hl=en-US"
"lewis hamilton","500+","May 4, 2025 at 2:50:00 PM UTC-6","May 4, 2025 at 5:00:00 PM UTC-6","lewis hamilton,charles leclerc","https://trends.google.com/trends/explore?q=lewis%20hamilton&geo=MX&hl=en-US"
"bayer 04 leverkusen","500+","May 4, 2025 at 9:30:00 AM UTC-6","May 4, 2025 at 1:10:00 PM UTC-6","bayer 04 leverkusen","https://trends.google.com/trends/explore?q=bayer%2004%20leverkusen&geo=MX&hl=en-US"
"belgian pro league","1K+","May 1, 2025 at 7:00:00 AM UTC-6","May 1, 2025 at 11:40:00 AM UTC-6","belgian pro league","https://trends.google.com/trends/explore?q=belgian%20pro%20league&geo=MX&hl=en-US"
"porto vs","1K+","May 2, 2025 at 1:30:00 PM UTC-6","May 2, 2025 at 4:40:00 PM UTC-6","porto vs","https://trends.google.com/trends/explore?q=porto%20vs&geo=MX&hl=en-US"
"uaem","200+","May 5, 2025 at 9:20:00 AM UTC-6","May 5, 2025 at 11:20:00 AM UTC-6","uaem","https://trends.google.com/trends/explore?q=uaem&geo=MX&hl=en-US"
"stephano carrillo","1K+","May 3, 2025 at 10:50:00 AM UTC-6","May 3, 2025 at 1:40:00 PM UTC-6","stephano carrillo","https://trends.google.com/trends/explore?q=stephano%20carrillo&geo=MX&hl=en-US"
"psv","1K+","May 3, 2025 at 1:10:00 PM UTC-6","May 3, 2025 at 3:30:00 PM UTC-6","psv","https://trends.google.com/trends/explore?q=psv&geo=MX&hl=en-US"
"donovan mitchell","200+","May 4, 2025 at 4:50:00 PM UTC-6","May 4, 2025 at 7:20:00 PM UTC-6","donovan mitchell","https://trends.google.com/trends/explore?q=donovan%20mitchell&geo=MX&hl=en-US"
"mets - dbacks","1K+","April 30, 2025 at 5:40:00 PM UTC-6","May 1, 2025 at 9:20:00 PM UTC-6","mets - dbacks","https://trends.google.com/trends/explore?q=mets%20-%20dbacks&geo=MX&hl=en-US"
"betis","5K+","May 1, 2025 at 2:00:00 PM UTC-6","May 1, 2025 at 4:30:00 PM UTC-6","betis,real betis","https://trends.google.com/trends/explore?q=betis&geo=MX&hl=en-US"
"liam lawson","500+","May 4, 2025 at 2:50:00 PM UTC-6","May 4, 2025 at 4:40:00 PM UTC-6","liam lawson,lawson","https://trends.google.com/trends/explore?q=liam%20lawson&geo=MX&hl=en-US"
"blue jays - guardians","500+","May 4, 2025 at 11:40:00 AM UTC-6","May 4, 2025 at 5:50:00 PM UTC-6","blue jays - guardians","https://trends.google.com/trends/explore?q=blue%20jays%20-%20guardians&geo=MX&hl=en-US"
"fernando alonso","200+","May 4, 2025 at 2:20:00 PM UTC-6","May 4, 2025 at 5:00:00 PM UTC-6","fernando alonso","https://trends.google.com/trends/explore?q=fernando%20alonso&geo=MX&hl=en-US"
"imagen tv en vivo","200+","May 5, 2025 at 9:30:00 PM UTC-6","May 5, 2025 at 10:10:00 PM UTC-6","imagen tv en vivo","https://trends.google.com/trends/explore?q=imagen%20tv%20en%20vivo&geo=MX&hl=en-US"
"tesla plaid","1K+","May 1, 2025 at 11:10:00 PM UTC-6","May 2, 2025 at 1:20:00 PM UTC-6","tesla plaid","https://trends.google.com/trends/explore?q=tesla%20plaid&geo=MX&hl=en-US"
"denver","100+","May 5, 2025 at 10:30:00 PM UTC-6","May 5, 2025 at 11:10:00 PM UTC-6","denver","https://trends.google.com/trends/explore?q=denver&geo=MX&hl=en-US"
"toronto - new england","500+","May 3, 2025 at 2:50:00 PM UTC-6","May 3, 2025 at 6:30:00 PM UTC-6","toronto - new england,toronto fc","https://trends.google.com/trends/explore?q=toronto%20-%20new%20england&geo=MX&hl=en-US"
"ceará - palmeiras","2K+","April 30, 2025 at 3:50:00 PM UTC-6","April 30, 2025 at 8:50:00 PM UTC-6","ceará - palmeiras,copa de brasil","https://trends.google.com/trends/explore?q=cear%C3%A1%20-%20palmeiras&geo=MX&hl=en-US"
"athletic club vs man united","2K+","May 1, 2025 at 12:30:00 PM UTC-6","May 1, 2025 at 4:30:00 PM UTC-6","athletic club vs man united,athletic,casemiro","https://trends.google.com/trends/explore?q=athletic%20club%20vs%20man%20united&geo=MX&hl=en-US"
"atlanta united - nashville sc","500+","May 3, 2025 at 1:00:00 PM UTC-6","May 3, 2025 at 5:00:00 PM UTC-6","atlanta united - nashville sc,atlanta united","https://trends.google.com/trends/explore?q=atlanta%20united%20-%20nashville%20sc&geo=MX&hl=en-US"
"brewers - cubs","1K+","May 2, 2025 at 6:50:00 PM UTC-6","May 2, 2025 at 10:20:00 PM UTC-6","brewers - cubs","https://trends.google.com/trends/explore?q=brewers%20-%20cubs&geo=MX&hl=en-US"
"eddy reynoso","500+","May 3, 2025 at 9:10:00 PM UTC-6","May 4, 2025 at 12:40:00 AM UTC-6","eddy reynoso","https://trends.google.com/trends/explore?q=eddy%20reynoso&geo=MX&hl=en-US"
"miami","2K+","April 30, 2025 at 6:20:00 PM UTC-6","April 30, 2025 at 10:00:00 PM UTC-6","miami,formula 1 tv","https://trends.google.com/trends/explore?q=miami&geo=MX&hl=en-US"
"junior - américa","500+","May 3, 2025 at 7:50:00 PM UTC-6","May 3, 2025 at 11:00:00 PM UTC-6","junior - américa","https://trends.google.com/trends/explore?q=junior%20-%20am%C3%A9rica&geo=MX&hl=en-US"
"eredivisie","1K+","May 3, 2025 at 11:50:00 AM UTC-6","May 3, 2025 at 2:00:00 PM UTC-6","eredivisie","https://trends.google.com/trends/explore?q=eredivisie&geo=MX&hl=en-US"
"incendio guadalajara","500+","May 4, 2025 at 7:00:00 PM UTC-6","May 4, 2025 at 8:40:00 PM UTC-6","incendio guadalajara","https://trends.google.com/trends/explore?q=incendio%20guadalajara&geo=MX&hl=en-US"
"festival del globo 2025","200+","May 4, 2025 at 10:30:00 AM UTC-6","May 4, 2025 at 1:50:00 PM UTC-6","festival del globo 2025","https://trends.google.com/trends/explore?q=festival%20del%20globo%202025&geo=MX&hl=en-US"
"chelsea","1K+","May 4, 2025 at 11:30:00 AM UTC-6","May 4, 2025 at 12:10:00 PM UTC-6","chelsea,cole palmer","https://trends.google.com/trends/explore?q=chelsea&geo=MX&hl=en-US"
"wicked","100+","May 5, 2025 at 5:30:00 PM UTC-6","May 5, 2025 at 6:20:00 PM UTC-6","wicked","https://trends.google.com/trends/explore?q=wicked&geo=MX&hl=en-US"
"ticket master","1K+","May 2, 2025 at 9:00:00 AM UTC-6","May 2, 2025 at 12:40:00 PM UTC-6","ticket master","https://trends.google.com/trends/explore?q=ticket%20master&geo=MX&hl=en-US"
"lyon vs","500+","May 4, 2025 at 9:30:00 AM UTC-6","May 4, 2025 at 11:40:00 AM UTC-6","lyon vs","https://trends.google.com/trends/explore?q=lyon%20vs&geo=MX&hl=en-US"
